5.14,67.52,46.65,7.81,-8.38,44.39,-20.45,67.62,19.41,44.65
-12.00,80.36,-36.39,72.83,68.45,66.22,60.67,43.05,55.52,59.89
44.34,-1.74,-8.83,9.13,61.00,-34.65,23.76,-24.87,33.69,1.51
4.88,-7.53,-2.57,-10.10,84.06,65.87,5.35,49.94,68.98,80.73
84.92,-19.14,39.74,-13.12,36.25,14.21,51.87,31.29,49.27,84.83
81.60,83.23,-29.46,-11.53,28.92,54.48,13.55,33.98,6.03,26.31
8.24,12.58,67.24,70.47,-2.13,-1.26,42.37,48.99,-13.14,18.93
2.79,43.29,53.47,-13.75,-1.95,-18.45,84.35,49.40,84.20,32.54
69.29,22.71,66.19,-23.02,31.11,10.11,21.10,-4.69,21.93,23.80
-27.64,-32.62,67.23,-31.10,61.53,48.11,73.69,75.43,-11.72,67.17
-4.65,83.51,-33.44,62.74,83.77,8.40,83.39,-12.84,50.83,77.03
28.24,-32.21,49.23,65.04,31.96,-16.07,-21.85,57.00,69.20,45.22
-24.48,79.49,16.03,51.81,80.90,28.08,75.57,44.74,24.09,48.98
-16.31,14.21,67.88,-32.38,47.03,79.56,3.56,54.04,33.81,-13.41
30.64,71.09,5.88,60.76,35.16,17.77,47.55,-35.07,82.18,21.48
-10.68,-10.74,22.27,-26.56,65.48,-34.22,38.27,74.69,76.65,-16.45
74.11,-10.78,38.48,16.45,-20.24,36.44,-26.96,64.50,-22.91,-12.85
67.91,-26.63,-30.63,-21.45,45.79,38.90,-30.96,-29.30,85.32,74.19
17.81,60.64,6.26,39.14,69.75,77.81,14.06,7.35,54.85,15.71
-12.54,43.11,-3.00,48.46,-23.89,-28.46,31.45,81.76,44.83,72.02
12.37,81.80,79.42,79.59,74.30,53.90,-13.33,-26.34,-25.26,-20.45
25.73,-26.40,56.06,1.35,62.88,52.04,54.21,-31.57,63.15,-31.57
57.61,-32.17,76.68,22.52,63.27,52.97,62.99,82.27,-21.34,-24.61
39.61,14.43,36.04,-33.92,-7.29,62.11,82.94,-32.74,2.07,-23.98
10.56,18.83,64.68,75.70,-22.01,81.73,14.43,79.42,78.83,15.43
-14.68,59.75,25.45,4.03,26.75,10.72,-34.93,41.08,-4.41,-28.93
31.48,-4.28,-24.66,82.90,-26.18,84.96,43.63,63.80,3.23,-17.61
21.26,23.27,21.55,-33.47,23.30,-22.66,-21.20,84.38,43.19,67.74
40.90,-27.54,-15.18,-17.13,47.62,70.79,39.52,33.38,-7.34,1.90
41.05,12.72,-32.92,-33.76,72.68,-8.57,42.48,34.40,-0.31,-7.77
43.45,23.14,-0.22,71.00,-6.05,-33.76,40.18,59.35,29.29,80.67
53.72,26.37,-30.66,68.66,78.97,-6.05,22.45,2.42,78.72,34.07
39.28,76.34,-21.25,-19.66,57.07,13.84,42.46,-25.30,56.42,5.49
17.96,48.71,19.41,-7.78,-18.56,-22.23,8.18,42.47,56.46,18.98
-1.73,63.80,-2.36,70.92,40.21,-26.14,-34.30,34.57,-0.27,-18.17
17.64,25.55,52.27,85.06,48.39,8.47,-10.71,19.53,59.77,55.62
53.10,48.44,2.87,-10.46,69.94,24.15,-28.10,34.65,50.13,12.32
64.33,22.99,39.25,54.76,-5.90,28.96,17.59,-34.14,6.60,-2.58
60.85,8.35,38.68,8.53,-12.55,-29.54,33.25,-16.94,59.88,66.99
77.54,6.30,68.23,72.40,50.58,-9.03,-11.70,22.70,60.20,-13.15
-23.18,-24.39,39.54,-17.66,57.53,42.79,17.63,46.67,60.95,12.13
45.13,-19.74,-21.38,65.95,66.44,-23.31,57.92,-4.43,76.49,73.88
66.11,55.14,-29.13,25.64,19.80,74.71,0.99,68.50,4.31,-14.60
-28.07,28.95,32.91,62.40,79.47,-21.93,16.10,-15.54,6.36,-6.29
9.59,34.54,-10.24,9.32,-34.99,23.59,-0.80,25.94,20.41,-27.67
30.62,-25.27,75.73,31.15,25.67,-15.80,65.16,-3.36,-0.60,56.79
-8.98,9.35,58.23,28.74,-10.64,50.85,84.28,-13.94,-28.98,57.39
-26.02,55.79,15.98,65.79,32.28,25.51,-23.67,-34.81,11.19,33.67
16.64,26.52,47.13,28.69,16.96,6.90,42.64,67.09,-29.34,-15.48
-11.20,35.30,84.58,65.51,18.54,-18.97,-5.77,48.58,55.13,41.74
49.29,39.22,69.60,3.17,63.68,59.85,-29.58,-7.23,34.11,54.39
-3.96,3.13,-18.62,-9.63,66.04,62.71,22.04,47.13,28.27,61.00
-34.96,66.68,36.13,-24.51,4.29,-2.82,-3.76,-17.74,84.93,-4.64
3.27,83.43,75.65,-15.46,44.88,25.89,66.90,8.65,-26.84,53.62
41.89,69.94,0.66,15.65,63.18,3.83,1.33,49.96,18.22,-30.06
8.07,49.52,61.47,-14.48,71.22,22.55,58.84,-36.03,45.51,-36.00
-12.21,4.92,5.70,38.42,-33.75,71.47,77.59,23.70,66.54,3.76
36.29,22.60,69.89,-4.74,64.90,-22.61,-23.46,83.80,14.57,73.82
36.17,46.08,37.25,-11.96,2.06,68.39,-33.06,-24.09,84.41,65.81
50.97,48.32,-30.58,-2.15,30.75,75.68,-7.45,50.09,19.82,79.35
15.69,53.78,-27.97,-24.08,25.13,-0.99,66.38,-9.72,8.25,-12.66
67.71,38.33,54.86,-13.89,-29.58,73.49,17.31,42.58,50.32,21.34
80.96,63.28,-27.12,-23.16,5.16,62.63,22.66,-21.83,-20.33,58.71
80.22,21.43,20.99,31.50,25.04,25.17,40.98,68.47,12.30,10.69
41.92,-20.96,-0.08,76.58,-17.55,83.55,-8.18,9.58,84.06,34.07
59.86,-11.95,40.95,-33.25,53.05,-7.58,32.81,27.88,73.53,72.76
47.51,-20.97,-33.90,31.24,-5.13,7.82,50.12,53.76,-18.58,-6.85
-19.69,56.58,54.65,-26.52,-0.50,37.30,-10.25,-19.75,9.36,73.76
-3.95,12.87,75.55,21.41,57.96,18.31,53.36,41.71,-2.72,37.69
-5.94,26.80,30.66,15.04,4.71,81.06,12.10,72.72,54.89,63.74
18.30,55.73,-32.13,70.76,44.22,63.99,15.52,6.12,62.65,25.97
73.58,3.09,44.92,-12.74,68.07,7.94,-26.06,-32.49,-6.81,-8.25
39.41,33.16,20.30,40.93,84.39,-8.59,57.20,-14.16,9.19,-16.98
-5.03,-16.25,11.18,-23.67,0.93,62.46,37.58,42.91,0.92,6.01
4.78,9.56,18.06,47.31,-3.29,21.90,23.73,16.69,-1.53,5.67
-35.29,-19.14,-28.77,45.62,-11.53,-4.88,19.07,17.86,19.09,-19.39
69.16,75.86,74.07,29.14,84.68,22.23,81.96,-27.52,77.13,28.39
52.28,71.24,17.12,-23.18,6.40,50.13,43.42,24.73,26.65,-30.67
-7.30,-27.34,-10.33,25.11,-24.72,62.31,11.69,6.02,45.39,-10.17
57.17,4.38,24.56,69.01,-34.18,47.19,-7.76,74.55,70.94,38.32
-6.85,45.44,4.91,56.43,64.15,61.86,79.36,71.11,48.42,-3.84
56.29,75.20,55.76,48.40,36.57,53.14,48.01,-21.13,4.77,65.83
8.89,38.69,26.19,-20.32,55.98,-33.11,-14.88,18.80,75.53,-14.22
84.95,68.35,27.13,-8.71,18.79,60.02,32.99,17.58,-36.31,56.89
30.24,0.79,64.50,-31.86,58.05,49.09,1.45,85.22,43.00,78.00
-22.31,27.56,76.96,11.91,-9.41,49.84,80.69,1.57,-29.09,41.19
64.41,-24.43,-26.12,30.81,-26.95,5.53,48.74,4.98,-34.22,42.50
39.09,12.93,83.35,-29.25,-5.25,-17.02,64.51,8.17,-3.58,-3.97
25.12,29.65,-29.79,73.47,1.16,72.10,35.45,66.96,33.16,-22.70
52.81,53.95,76.44,-30.28,48.10,-26.78,5.84,52.39,78.58,-32.29
-17.25,41.96,67.37,-18.03,-14.49,0.89,-21.01,7.73,70.80,-33.03
63.21,20.97,51.24,7.81,-19.09,-16.42,69.96,23.62,75.07,74.01
0.64,56.12,-5.01,81.28,-36.34,74.43,-8.64,41.84,-8.81,71.65
44.84,64.10,20.11,74.52,33.11,30.02,2.44,53.80,-17.15,70.64
81.88,-4.48,56.40,64.44,-6.07,62.47,-15.37,-25.80,69.62,-24.74
30.31,0.27,83.87,-15.51,78.78,38.78,16.54,-30.17,83.16,61.17
-23.65,8.92,14.82,62.02,-16.38,48.78,39.48,66.15,36.16,50.57
32.39,-30.59,-29.25,54.45,-13.02,49.30,-22.12,40.14,78.14,-29.43
48.21,51.04,-19.29,20.40,58.69,56.98,-28.72,69.83,11.64,1.41
36.82,-25.64,-4.05,-35.60,53.86,-23.86,64.01,33.17,82.60,69.18
70.81,-15.76,-18.31,-27.06,22.02,42.38,70.51,82.76,37.79,70.81
36.18,25.71,12.25,-14.89,26.24,25.23,-1.32,74.18,14.97,11.44
-13.70,56.52,54.64,36.15,62.16,78.93,38.03,16.86,74.83,17.39
10.99,3.70,-30.43,-5.52,63.09,83.95,23.72,10.32,3.58,-34.30
59.40,57.26,-1.33,8.42,23.24,35.93,82.41,36.11,21.98,36.52
28.30,38.54,-1.97,38.55,60.90,20.90,65.36,53.58,-25.03,82.19
85.10,78.44,80.05,70.37,8.31,37.02,65.97,43.12,-7.51,-30.97
68.56,15.69,38.57,-25.25,62.42,52.78,-24.26,-25.04,-23.72,40.43
-7.67,0.30,-18.56,-12.02,27.37,54.71,5.39,9.04,24.54,66.59
24.91,12.90,78.71,74.31,-31.81,41.36,-15.49,57.21,22.07,67.49
56.74,-30.27,71.56,15.92,-29.00,-28.27,67.19,-21.58,0.99,32.46
30.83,45.67,-12.03,-3.18,28.14,51.56,-3.85,-20.81,-17.54,78.26
-14.76,-10.68,16.07,3.87,81.13,78.39,-3.00,25.09,55.89,-27.24
24.34,70.19,15.05,68.56,-22.98,18.65,29.33,38.28,61.41,-3.45
23.38,-33.81,28.58,74.66,32.84,69.10,49.66,-6.65,71.97,67.17
-14.67,81.21,-32.56,24.92,50.76,28.98,48.18,66.78,-14.34,7.92
52.72,-35.07,-23.15,78.92,-12.53,18.01,65.02,24.74,-2.22,-10.24
22.26,73.03,49.67,80.16,36.21,54.01,-11.47,-22.57,33.33,-34.80
-10.06,41.53,27.55,-19.10,40.40,7.32,6.80,82.69,-6.91,-16.34
12.21,35.49,60.49,-26.22,-21.07,82.62,5.19,1.83,13.91,81.85
-19.19,14.33,51.26,-35.27,58.28,11.36,1.66,25.50,67.27,-30.16
-19.80,34.70,-21.00,52.00,-18.87,69.41,83.54,34.69,-6.53,-19.21
57.19,33.84,-2.54,-10.79,44.51,-22.25,1.59,41.37,50.34,37.83
43.40,7.49,19.65,41.86,32.11,53.90,-4.93,41.22,-34.37,53.70
56.22,8.95,65.04,5.13,32.08,25.73,13.05,19.17,3.89,72.82
50.41,-21.27,27.46,4.63,53.34,79.16,0.38,33.14,-22.89,68.95
27.49,32.27,52.76,20.01,47.24,64.75,-13.61,78.88,-16.02,-10.80
73.19,17.26,29.39,-33.35,-16.11,-8.74,58.46,53.27,25.74,-16.91
67.42,72.15,-4.51,73.25,26.00,41.23,17.81,21.65,36.82,52.39
22.63,14.83,16.68,10.13,-17.88,-28.00,-0.60,-30.13,16.58,-25.52
18.13,63.94,61.56,61.59,-9.91,51.13,-25.25,78.93,-0.69,-16.47
-24.72,-29.90,-25.91,70.57,76.10,56.70,15.19,73.57,77.36,-36.39
74.53,15.83,-12.28,81.62,-8.65,8.20,70.64,57.08,63.71,48.67
-17.27,15.31,42.22,50.15,84.08,76.61,-15.31,7.72,-1.16,-28.42
-18.98,62.77,14.11,-27.92,32.86,-22.61,-23.66,52.74,-2.50,82.66
24.18,71.02,10.14,-29.29,45.57,49.09,2.06,-15.08,65.38,-31.61
43.49,24.67,-26.67,-31.77,84.10,-19.61,77.64,-1.53,71.50,36.38
63.40,7.59,55.60,53.51,-32.17,0.69,17.89,51.58,8.15,79.13
-2.93,68.68,69.75,33.43,-3.58,8.63,28.71,-28.99,21.02,19.45
45.34,9.35,1.02,6.70,30.85,-29.03,-7.70,27.09,-7.07,82.28
-14.91,-8.52,36.50,43.37,17.89,8.43,25.65,1.35,22.31,6.93
-11.87,48.21,46.68,29.90,22.65,-8.92,34.31,47.59,22.38,49.10
-34.70,-25.77,37.70,-0.46,-29.33,-0.37,54.92,71.49,11.56,81.65
-1.31,36.56,63.17,68.89,27.03,-0.66,-22.87,0.18,32.02,59.91
73.39,-18.58,-31.64,-14.09,-5.33,-16.10,5.88,17.64,-17.76,56.66
65.44,78.11,-12.95,-18.96,31.69,79.04,67.33,-24.87,-4.54,8.31
1.57,66.97,-26.60,79.06,75.39,39.65,34.90,38.45,82.64,74.08
31.45,66.91,52.24,79.01,55.66,19.68,-31.31,-22.17,60.01,20.34
-35.24,59.07,25.33,67.89,16.09,47.71,-5.30,-8.46,2.00,19.99
46.43,49.13,-35.11,-33.94,0.17,56.54,31.10,78.41,-15.19,59.95
69.19,64.21,-16.40,13.22,-34.76,32.36,69.49,-30.54,61.31,38.10
-6.07,-35.53,-12.93,-29.12,76.18,-20.07,67.11,45.91,57.99,-15.08
32.50,-28.10,-20.49,-14.04,40.28,8.79,-7.90,-17.75,-14.72,23.22
26.78,6.82,73.37,6.51,56.67,81.58,-29.23,-19.60,36.31,78.57
57.49,7.74,55.08,66.66,41.76,44.58,81.73,4.92,70.11,-25.71
67.79,57.44,26.95,60.23,-17.26,0.45,-36.42,32.68,80.69,-30.38
-8.35,-14.71,11.44,-35.19,-31.78,-29.40,81.48,-13.16,82.30,33.91
-18.79,27.14,-17.13,-0.74,21.60,-12.90,-16.73,18.04,69.73,81.82
53.13,10.97,72.86,50.83,20.44,19.89,-17.74,69.70,51.04,-32.61
55.59,27.32,2.64,-15.72,60.44,-8.14,-5.00,63.75,53.96,39.32
14.92,-12.51,36.26,78.62,21.54,81.31,62.91,5.62,48.88,78.23
68.40,29.48,44.73,-36.49,10.30,14.24,19.98,-1.88,-34.19,29.48
16.84,6.10,-7.23,-32.58,-8.39,-30.30,26.79,32.53,53.05,-23.47
12.95,29.91,31.57,47.57,-9.20,24.62,37.96,45.35,-5.58,59.66
0.51,42.53,1.34,44.85,78.41,21.34,33.38,-15.12,-8.32,-8.04
66.58,70.13,-12.36,-13.79,80.29,37.57,81.10,-12.59,3.42,65.34
-10.92,50.44,25.75,-18.68,63.83,80.43,33.73,20.29,18.53,-22.90
15.34,18.48,-14.57,84.75,-3.75,82.07,-12.92,62.20,39.63,-18.79
37.08,7.87,44.19,7.52,47.13,43.04,-19.52,37.45,-10.46,-4.61
10.15,-18.07,-17.69,34.85,34.93,84.71,32.23,-10.70,48.72,34.69
-26.51,55.62,43.56,80.86,-29.60,77.89,84.32,71.46,-4.97,-13.31
37.87,31.74,53.00,-20.72,54.13,73.63,2.09,-16.89,-34.42,36.84
-20.63,-30.58,62.91,37.05,-16.09,28.29,72.70,77.53,54.37,-9.38
30.73,2.01,55.63,-35.13,57.74,-14.86,-14.37,55.55,49.28,13.61
-15.88,-18.90,25.30,70.38,45.40,66.13,-8.21,83.14,43.30,-11.51
-18.77,66.93,61.58,20.78,-29.41,-0.02,-31.22,71.63,18.97,12.72
-33.00,22.30,17.14,56.86,18.58,58.01,-33.82,-24.56,68.85,-17.56
4.30,80.93,-35.13,58.78,64.63,53.31,-22.28,10.49,-6.10,71.19
12.36,67.67,67.51,4.11,57.82,21.74,-0.63,4.64,-26.16,72.91
-33.53,56.58,-4.74,-24.65,54.88,57.22,19.09,-29.49,-35.56,0.77
22.00,-1.11,59.75,27.83,45.51,-28.97,27.12,48.62,29.40,74.98
45.48,-4.26,18.14,-28.38,20.78,44.07,50.45,-28.46,-12.92,-35.31
81.64,13.69,82.44,80.15,50.19,14.62,31.64,17.87,5.39,-1.29
33.19,12.46,-8.50,63.55,-26.87,12.99,15.76,-19.57,25.70,-21.72
77.73,-1.19,-20.85,64.08,80.79,79.96,-19.48,-11.23,-34.24,-3.52
11.75,23.27,10.96,35.52,-26.58,-3.61,-31.41,48.39,79.36,84.42
15.29,-30.34,64.21,9.18,1.26,42.88,7.55,-16.71,76.39,24.19
29.82,-25.67,66.50,31.43,28.65,79.52,30.92,71.82,72.67,-19.99
8.48,70.21,30.82,25.59,11.06,34.32,-18.37,-18.51,-19.75,-17.68
85.26,23.99,82.09,58.00,47.26,10.60,31.13,37.88,27.14,0.98
68.98,-35.07,85.20,29.87,70.95,-29.00,-34.00,0.81,67.59,65.16
-13.79,-32.45,85.44,47.43,-32.21,15.29,8.68,82.00,9.62,-6.35
63.09,-32.49,62.24,10.99,-30.33,-8.78,5.34,50.80,34.02,-12.63
28.73,71.88,21.23,-22.23,-28.09,84.07,-1.93,46.53,-34.93,-28.95
72.83,7.55,60.74,26.35,10.40,65.08,44.85,-27.11,78.27,71.16
-20.05,2.05,20.84,-4.36,17.56,-23.06,59.32,-4.81,-35.55,35.60
75.79,41.00,72.68,15.85,32.27,84.95,18.36,-0.40,56.84,21.20
28.94,57.21,76.48,38.05,56.32,47.82,68.53,75.42,26.00,79.05
49.80,-24.94,37.93,75.03,8.52,30.27,-33.97,21.62,7.49,29.82
67.27,56.21,56.53,-21.12,4.22,28.49,47.62,71.60,64.50,-19.70
-5.94,-26.14,77.78,-31.38,15.64,-10.13,38.68,-16.38,53.92,34.79
66.74,58.80,-1.92,54.02,23.34,69.32,72.72,72.25,46.08,41.93
46.52,55.94,-11.45,5.18,2.81,46.86,-24.62,44.13,6.18,36.88
-20.18,-33.31,8.43,56.96,-7.13,19.51,29.87,23.88,58.69,21.50
72.96,40.15,-18.24,36.60,16.55,27.89,71.99,32.31,5.59,74.56
1.52,27.17,-24.48,-11.65,72.45,30.80,-13.51,-17.26,24.61,27.81
30.26,-32.20,2.64,23.10,-18.21,-10.87,75.07,39.02,47.28,-19.37
35.15,32.05,10.85,3.62,23.39,48.22,-15.84,-19.00,-5.86,-11.09
46.98,49.14,-15.20,-31.94,36.27,56.25,3.33,77.69,-33.43,43.58
7.64,53.51,-0.21,-0.14,37.67,-30.62,71.42,61.94,41.37,-31.11
25.20,-2.23,-5.33,-8.57,81.91,-7.43,17.55,54.94,1.62,15.94
-1.16,52.01,35.05,31.01,68.16,27.68,-9.50,14.51,-8.13,-28.96
-5.36,30.86,31.37,-21.02,45.39,42.71,32.75,-17.73,10.60,9.81
22.61,5.56,0.53,47.19,73.52,49.36,28.19,57.89,79.83,-26.39
-7.38,81.84,6.61,44.28,27.41,-30.53,55.85,14.71,60.32,-30.88
57.61,-11.32,-13.54,3.12,33.21,-15.78,18.36,65.52,22.31,-19.35
46.70,-0.84,51.62,70.04,74.76,-8.09,53.24,-27.35,-30.78,-23.28
52.32,76.90,-25.17,6.09,31.02,77.78,49.17,69.72,-4.02,-33.58
65.78,45.73,85.12,67.23,68.98,36.33,-35.35,-11.67,-13.68,77.81
31.12,25.44,40.07,28.14,62.22,6.62,-0.94,-30.01,46.01,75.04
48.83,-29.95,39.41,-2.71,34.08,51.73,59.38,-17.20,-9.00,-12.61
37.32,33.61,80.16,-20.23,14.53,76.77,-3.95,-17.71,42.48,61.10
11.60,17.17,-13.20,79.46,60.57,25.17,-3.87,-7.64,-1.13,39.04
16.57,19.21,66.79,-36.20,67.73,-4.23,-34.84,70.93,46.16,32.62
27.20,-7.99,17.51,43.73,6.58,-25.64,38.35,-8.26,-1.23,9.64
66.23,32.05,38.46,21.44,20.96,-21.65,54.96,-4.01,5.44,1.16
26.11,46.71,28.79,15.22,9.70,75.69,69.54,58.28,66.40,4.10
-8.82,-6.93,85.43,-12.96,74.81,15.69,24.59,-33.58,52.98,-30.82
65.04,-12.69,25.77,82.57,36.34,60.68,29.96,71.09,52.43,81.18
16.72,64.01,-15.91,32.64,-20.79,82.52,19.34,24.61,-25.67,3.97
14.40,34.98,-35.62,-18.55,7.24,11.99,72.56,3.85,44.45,15.39
-26.26,80.54,-32.62,55.66,7.11,12.13,19.23,10.69,26.77,72.50
56.74,-24.83,25.59,43.83,-0.93,82.77,58.90,22.37,-26.21,20.44
60.85,40.73,-5.27,37.34,66.05,-32.82,54.50,31.51,-34.12,46.46
54.64,-31.04,-0.64,11.23,75.86,49.56,69.52,-15.02,-5.91,65.32
66.55,-0.32,55.92,-17.23,48.69,2.34,57.58,11.51,54.22,14.15
-1.90,-15.08,-13.06,-10.27,77.19,-28.46,58.48,29.10,80.69,32.83
-26.11,61.72,48.89,81.01,44.33,-12.08,-33.27,83.30,37.62,53.56
10.19,-32.02,55.10,63.04,-14.17,22.41,77.18,58.49,50.49,60.69
-3.09,-1.08,77.92,8.45,77.16,-1.22,-36.32,48.11,69.13,84.40
-19.37,20.48,35.29,15.77,43.18,20.15,-18.67,32.41,-32.51,77.50
62.80,32.79,-10.19,24.75,-5.43,60.27,-15.30,33.93,-16.47,68.94
17.48,-31.30,-33.75,51.67,18.31,66.62,55.41,27.95,78.79,21.84
43.26,-16.71,3.41,25.85,-29.19,-15.87,-9.54,-0.77,26.53,48.00
23.06,-5.12,32.78,-10.85,76.63,77.68,61.61,76.18,-2.38,51.02
39.43,83.70,-34.33,36.01,60.29,26.86,60.50,-23.89,74.33,-0.67
-26.53,58.17,-26.99,79.19,-3.31,44.84,-31.51,-4.64,-24.04,58.77
11.19,-11.15,-15.55,-12.07,12.95,72.52,27.05,83.00,-13.94,37.85
52.27,81.70,-13.39,-27.48,9.19,2.57,-28.84,44.62,23.75,75.06
-27.78,-1.50,-19.57,61.27,10.87,61.07,65.75,35.65,38.44,-31.33
-13.73,14.04,9.05,-34.23,-3.91,-29.81,25.27,-0.96,56.66,-23.98
-13.74,46.33,-14.66,-31.13,68.66,-11.20,37.86,-32.06,-3.99,47.62
48.13,4.10,-30.21,69.59,-7.83,-12.52,8.64,-13.69,65.36,20.01
58.65,-13.35,-33.71,5.96,51.78,33.35,-10.62,45.19,-25.54,-17.58
21.43,71.69,23.27,52.46,-16.87,10.39,43.72,-10.76,78.51,-6.56
-3.06,48.24,65.62,19.46,54.32,19.99,22.01,29.76,-5.05,82.68
0.26,46.88,82.30,61.92,75.95,-31.89,65.45,-14.09,84.89,-1.87
